Loan_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Interest_Rate,DTI_Ratio,Purpose,Statement,Is_Default,AI_Sentiment_Label,AI_Confidence,Sentiment_Risk_Score
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,39,53534,676,8832,15.95,26.69,Business,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
5304317f-af42-412f-b838-b3268e944239,54,45635,639,8727,24.16,8.2,Home Imp,Using this for home renovation which will increase asset value.,1,positive,0.7973698973655701,0
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,46,40713,624,42334,8.79,28.78,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,54,66467,693,22089,7.89,33.65,Home Imp,Overwhelmed by bills and need a quick fix.,0,negative,0.919330358505249,1
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,40,84929,718,25720,23.47,42.43,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
9132b63e-f162-47e4-a9c3-49e03602f8ac,25,95468,715,18969,14.38,10.3,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,39,45676,617,33716,21.43,33.14,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
e27a984d-6548-41d0-bfcd-9eb1a7cad415,21,112538,657,41346,9.94,31.54,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
24933b83-7577-40a9-a491-f0b2ea1fca65,56,45374,635,22848,9.56,13.43,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
beb79919-3f22-4af8-a3be-d01d43cf2fde,53,89032,658,21457,22.96,38.84,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,21,68719,704,13573,17.2,15.48,Personal,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
956269f0-e5d7-4875-adad-d6c795a76d79,28,34862,724,14768,15.23,38.38,Education,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
ff50bde4-3825-47b8-9cab-cc97663f1c97,40,72795,682,7614,22.83,13.4,Home Imp,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
7e570ddf-8270-40a8-a369-b584ff5e9ff0,47,106351,639,15128,23.4,14.47,Home Imp,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
dc713d96-0c0f-4195-817a-f08a1745d6d8,22,48509,657,26770,20.32,21.47,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
28f49481-a0a0-4dc4-a720-9bdf1c11f735,45,139316,756,7537,21.96,13.9,Personal,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
98ae4334-6c12-4ce8-ae34-0454cac5b68c,35,28101,659,48255,7.65,18.13,Debt Consolidation,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
988c24c9-61b1-4d22-a280-1c4510435a10,53,77386,650,49532,24.59,26.45,Debt Consolidation,Need cash fast to cover some gambling losses.,1,positive,0.49670520424842834,0
405cacec-8774-49a9-b7d2-1e02ff01cf99,58,59795,650,7507,5.83,22.38,Business,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
f143262f-dc5c-4eed-8da0-365bf89897b9,45,142899,696,42787,7.59,6.78,Personal,I missed a few payments recently due to an emergency.,1,negative,0.9581639170646667,1
1d53434b-b881-49b9-ae27-0da702f06b90,64,119297,633,48950,7.74,22.25,Business,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
c0398710-8976-4334-a281-7efdae849217,67,142970,653,24681,14.4,31.68,Business,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
5715bd6f-a416-4293-84c2-e2e3444ea7c8,33,80108,711,48576,23.72,32.09,Home Imp,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
287d06ca-6f4c-469a-8b22-d3081c8eaee9,21,64829,679,23803,8.02,36.43,Education,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
b8db0672-f42d-47cc-80d4-af5974273ca3,64,53010,665,38500,13.67,41.05,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
f8cda88b-436d-46e2-b83c-fe0be037e5ed,61,106167,719,26966,5.51,43.08,Home Imp,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
81f76d1c-2dbc-4134-830f-f46e8026695f,30,28201,620,8028,8.76,24.01,Debt Consolidation,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,33,119155,657,30164,14.13,14.76,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
81f631d4-a392-41a7-9777-a4774c66e0a8,70,80724,680,19341,7.28,43.32,Education,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
5fb8d16c-2720-497d-b2eb-d6899be578c7,50,42477,671,35450,17.85,44.52,Education,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
f4188f3f-8a14-4e62-a95b-4715c333e861,60,131824,605,38081,12.67,41.27,Personal,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
eb2263dd-87c5-421e-ac24-a3c5c754108f,49,58972,640,21203,21.56,16.09,Education,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
7d154385-52fb-443b-9954-6eb400257ad1,25,118525,665,23725,8.54,18.43,Education,I have a lot of other debts but I promise to pay.,0,neutral,0.8092361092567444,0
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,65,45028,679,19021,4.88,21.3,Education,I have a lot of other debts but I promise to pay.,0,neutral,0.8092361092567444,0
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,45,143598,691,43278,23.84,5.78,Education,My business is struggling but I hope this loan helps.,0,positive,0.6618829369544983,0
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,40,123759,671,30558,21.85,43.14,Personal,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
14296c07-f26b-4776-913e-4de2e0c53cb8,35,88993,571,19380,9.37,24.43,Personal,I have a lot of other debts but I promise to pay.,1,neutral,0.8092361092567444,0
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,67,46632,658,35630,23.27,44.23,Education,I missed a few payments recently due to an emergency.,1,negative,0.9581639170646667,1
885f6e66-c2b6-42c5-ba5d-310011b7e948,63,28552,658,10501,17.32,10.43,Personal,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
a8e56e0c-20de-435d-a031-d750c40db9b4,34,84598,790,26420,10.76,40.19,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,26,86644,657,6270,19.6,7.08,Business,Overwhelmed by bills and need a quick fix.,0,negative,0.919330358505249,1
9b49bd26-df57-459a-8715-a10343dac043,23,123858,689,7033,23.92,12.97,Debt Consolidation,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
edcd465e-3638-4821-b6e0-7cc06c52c49f,63,39993,715,41960,23.88,23.6,Business,I missed a few payments recently due to an emergency.,0,negative,0.9581639170646667,1
b09b2a5c-badc-432a-8159-0f538a0f4efb,68,119156,711,12506,20.22,11.55,Business,Consolidating debt to reduce my overall monthly payments.,1,negative,0.7052075266838074,1
66245bfa-4fcc-439a-b683-d2e6337ea2df,57,113781,742,29596,12.03,33.6,Debt Consolidation,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
5f987c71-a65e-488e-abf3-ad39fec21bbe,27,116382,603,24764,21.78,29.02,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
7394988f-847f-49b4-a64d-1bcb702753a1,43,94827,619,33074,17.72,7.76,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
1064005c-3985-43cf-bf76-be1d1efa2197,27,81822,638,28736,17.17,38.15,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
8dcdcd03-969b-4662-8562-8059568cc69b,38,105728,593,40269,20.15,23.59,Education,I am currently between jobs but expect an offer soon.,1,neutral,0.8484305739402771,0
01d74256-3860-4ab6-96a4-02f23ae8cc93,38,140557,681,34543,8.74,23.59,Education,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
0f1259e0-a18f-46b6-b535-106e122c9a56,41,48834,613,36952,8.06,36.91,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
080aadfb-e7c9-4b26-9141-25c63a9bedd4,56,26330,732,38857,23.88,8.42,Personal,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
839fbc50-1223-4513-9496-f63cdc1110c1,51,109659,632,37166,13.14,5.69,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
7c441fe7-ab42-40a7-874a-493b3ceddf2d,63,101225,654,29184,13.68,26.24,Personal,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
b92da22b-21df-406f-8a0b-3c3336d8393a,65,84473,707,22754,10.09,14.22,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
93829b43-922f-415a-a1e3-db63ef7ddc76,32,50105,598,19180,19.38,16.06,Education,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
7914c120-c8dc-419f-be35-11287900f7f9,27,134134,596,17721,9.87,19.44,Business,My business is struggling but I hope this loan helps.,1,positive,0.6618829369544983,0
1825bc54-30be-445f-a835-14f2ceb81f9d,23,32146,665,41264,9.78,42.76,Personal,Consolidating debt to reduce my overall monthly payments.,1,negative,0.7052075266838074,1
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,51,87746,680,33866,10.83,43.62,Business,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,46,89454,706,9855,15.91,32.46,Home Imp,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,26,57530,687,12762,15.5,21.65,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
0f844fef-1931-49ee-a56c-0941fbf24050,45,84049,681,34014,9.89,28.54,Personal,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
ccf3a171-56dc-4907-ba6c-34ab6712303a,68,38006,623,18617,16.95,15.59,Debt Consolidation,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
310c0c00-3fa7-4104-9bf9-0e27dc96925e,31,25350,666,31772,13.19,28.75,Business,My business is struggling but I hope this loan helps.,1,positive,0.6618829369544983,0
23e2fcb4-72d8-467d-894a-05e430b187ef,65,137670,692,34755,5.03,14.34,Business,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
766ecb15-474e-4c19-aef9-12766c006f61,33,80723,630,12521,15.21,30.91,Business,Need cash fast to cover some gambling losses.,0,positive,0.49670520424842834,0
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,40,102993,763,42303,23.31,22.57,Personal,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
db20a56e-dc81-4fe7-8eda-8bbb71710434,53,95776,692,37361,12.91,28.92,Personal,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,26,55005,612,49190,21.47,28.01,Debt Consolidation,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
03c72ba8-d605-4770-8a63-f881ffd0f9d5,57,30273,695,16481,13.62,31.06,Business,Overwhelmed by bills and need a quick fix.,1,negative,0.919330358505249,1
c0e9ab30-ed26-42e9-97e0-11b7f8102383,52,36959,705,35802,10.98,18.33,Debt Consolidation,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,52,62777,683,48423,23.82,37.54,Education,Consolidating debt to reduce my overall monthly payments.,1,negative,0.7052075266838074,1
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,41,40194,645,31488,22.1,38.0,Debt Consolidation,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
2a25a888-0f02-4ad0-a706-7ef466aa9385,24,49586,622,38976,11.28,35.26,Personal,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
63f2ae24-fc3d-4348-808d-4127610461e3,29,146591,675,23876,12.92,32.93,Debt Consolidation,Need cash fast to cover some gambling losses.,1,positive,0.49670520424842834,0
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,66,45758,676,25365,15.34,27.09,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
b253d218-6c4a-47ea-8906-17f2747b6dba,50,149133,680,12698,17.43,11.16,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
c88a618e-fed4-457d-bb02-6576f512c4c3,51,56946,734,34935,15.35,20.34,Education,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
7c967f79-b7e9-4aca-a970-65e18e46d534,38,126276,706,32193,10.81,36.51,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,58,101011,627,48249,14.03,10.94,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
bc594585-9445-48c0-8ef8-c2d6f7fd5646,45,84682,613,26088,22.2,44.23,Home Imp,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,23,66704,687,35996,18.66,37.46,Personal,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,30,89923,656,7426,6.21,43.61,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,27,93937,704,34945,3.83,10.77,Home Imp,My business is struggling but I hope this loan helps.,1,positive,0.6618829369544983,0
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,42,106691,695,31049,17.47,39.07,Education,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
118a9d29-2f92-4996-99f1-95d014822f53,69,88956,664,40456,4.27,7.74,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
dca02eec-acda-4acc-9165-e21098543881,27,124663,632,46533,18.63,9.02,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
f10c718b-1eb0-438a-a75d-d5af3c365296,41,129352,600,8677,9.81,19.99,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
94340a03-3f07-4814-91d6-3f78e3e9de99,32,47280,670,16473,5.2,39.83,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
14fcdd54-9e8f-4965-8a2c-827e98326856,30,55433,598,35221,17.21,23.38,Debt Consolidation,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
90b2b633-956b-4c0c-a849-9b926b5252e3,64,96643,625,15353,5.09,42.81,Education,Overwhelmed by bills and need a quick fix.,1,negative,0.919330358505249,1
42c18a62-ef48-48d5-90fd-9d3f85d51695,37,84878,674,24799,7.78,20.39,Personal,My business is struggling but I hope this loan helps.,1,positive,0.6618829369544983,0
506e5a9a-b758-488d-ab73-295b344a54b8,57,63780,665,24348,3.97,38.2,Personal,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
21813d25-6552-48a6-83ff-50113d1a85dd,70,122605,617,8214,23.08,34.81,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,35,108442,725,17460,16.85,32.11,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
ef8c485b-c07a-40f2-add4-253b50f0fd0a,23,65492,715,33889,4.22,19.59,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
9f044aed-7552-4327-8262-7f7312922f83,47,48021,685,18159,6.34,26.58,Business,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,37,144806,704,36578,24.3,16.81,Business,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
8181a8cc-3691-47eb-89a2-688b12c136e0,30,123848,700,19785,21.99,33.97,Personal,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
5958a499-eeea-463e-a1e8-ac6843e42caf,26,128636,850,30858,3.8,26.46,Personal,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
3e896c64-e117-4ac3-919c-4ea3e1805081,58,74941,712,46847,23.72,9.33,Home Imp,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
702cdd20-2862-48b8-88f4-ef125e9953d2,41,144964,711,44982,8.26,7.53,Personal,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
4d71c366-b41b-4143-8b10-550cd5704f32,28,43320,620,7971,23.84,17.17,Personal,I missed a few payments recently due to an emergency.,1,negative,0.9581639170646667,1
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,29,75940,653,34729,11.48,42.98,Education,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
aaf91531-0200-41f0-8768-a84fa76afde6,47,110841,787,11489,21.42,29.63,Business,I have a lot of other debts but I promise to pay.,1,neutral,0.8092361092567444,0
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,49,149591,586,20473,21.89,8.97,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,24,77184,641,23080,7.58,9.89,Personal,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
e3c43657-1d8c-4bac-83b4-09ef2260e70f,59,27799,710,8314,20.42,14.74,Home Imp,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,34,101858,634,19152,20.98,14.32,Home Imp,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,30,42038,692,40403,8.89,11.98,Debt Consolidation,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
afffcfd2-341e-440b-97c7-00aab7b56ea7,58,67437,665,6034,7.25,7.1,Personal,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
81627cf1-4394-42e6-9a58-7e8aa25d6b29,49,126976,642,28726,14.53,9.36,Education,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
e87d1c78-e7c4-41c7-8049-7b717d106c60,63,93347,567,24767,13.35,43.56,Debt Consolidation,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
a2607723-17a0-4f49-8d01-280fd89a40c0,64,39150,667,37130,18.82,22.74,Debt Consolidation,Need cash fast to cover some gambling losses.,0,positive,0.49670520424842834,0
0b49452d-46d4-43f3-9450-281c6c6f7633,38,106830,631,46489,16.09,33.49,Personal,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
217d65a0-c568-41cd-9563-f61600e85ece,53,104354,665,33193,5.63,33.07,Education,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
295d6fbf-430f-401d-bad4-09e2a319dcb4,35,79239,691,27212,21.29,20.95,Debt Consolidation,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,44,149989,723,15003,18.27,23.97,Debt Consolidation,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,68,121835,650,29421,20.95,27.25,Education,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
b0e6a969-e213-42b0-b1ee-dba313432e61,28,78845,633,28173,22.28,42.65,Personal,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
093923de-8bab-4e3b-a628-6bfbe767dcea,59,65953,600,28045,5.73,25.3,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
8d7248e2-951f-48d0-9e84-f058d5a804eb,43,135804,723,41455,11.4,35.5,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
0ab54bde-20a0-4502-ae06-809725e97977,70,132272,782,45745,16.69,30.71,Debt Consolidation,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
eededb07-e623-4689-9d59-cd2a4eea04e7,38,28794,707,16823,9.38,35.5,Business,Need cash fast to cover some gambling losses.,0,positive,0.49670520424842834,0
0a368ce7-dc57-4131-b8e1-daa7cbceabde,57,111159,735,31265,5.0,34.64,Debt Consolidation,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
ae9bec36-35c7-436c-9b99-62c6e61fecc0,47,84460,631,27340,6.88,17.47,Business,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,24,45392,681,15316,19.72,6.99,Debt Consolidation,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,59,82939,705,32143,9.37,35.2,Debt Consolidation,Overwhelmed by bills and need a quick fix.,0,negative,0.919330358505249,1
bfddc3d9-9ee3-4c2a-b94d-62046808593f,64,102743,508,36891,14.83,17.34,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,34,64507,611,18843,20.0,35.57,Business,Overwhelmed by bills and need a quick fix.,0,negative,0.919330358505249,1
ccc56569-f9e8-4369-a999-b735dd56cc94,48,48028,741,13466,11.67,33.15,Education,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,25,77044,593,7772,12.88,23.39,Debt Consolidation,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
ecab3301-bc8f-4d29-adea-94930658663a,46,117995,745,46952,12.48,9.61,Debt Consolidation,I missed a few payments recently due to an emergency.,0,negative,0.9581639170646667,1
696608aa-ee49-4329-884a-7b28550a1b46,50,134055,605,28714,5.39,38.78,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,46,139101,628,25334,19.53,13.86,Home Imp,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
