id_num,age,monthly_income,credit_score,loan_amount,interest_rate,debt_to_income_ratio,late_payment_count_12m,financial_confidence,bank_type,risk_keywords_present,customer_statement,loan_default,risk_flag,Sentiment_Score
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,59,9908,659,46523,16.26551143952767,4.695498587000404,1,Medium,Traditional,0,"I am writing to report financial difficulties because of the lack of information. However, I can't help but notice that many of these financial problems are occurring due to the lack of information on the basis of financial reasons. Therefore, I am writing to report financial difficulties because of the lack of information on the basis of financial reasons. However, I can't help but notice that many of these financial problems are occurring due to the lack of information on the basis of financial reasons. Therefore, I am writing to report financial problems because of the lack of information on the basis of financial reasons. However, I can't help but notice that many of these financial problems are occurring due to the lack of information on the basis of financial reasons. Therefore, I am writing to report financial problems because of the lack of information on the basis of financial reasons. However, I can't help but notice that many of these financial problems are occurring due to the lack of information on the basis of financial reasons. Therefore, I am writing to report financial problems because of the lack of information on the basis of financial reasons. However, I can't help but notice that many of these financial problems are occurring due to the lack of information on the basis of financial reasons. Therefore, I am writing to report financial problems because of the lack of information on the",1,2,0.7831560969352722
371ecd7b-27cd-4130-8722-9389571aa876,48,5193,673,34467,21.07344153798229,6.637203928365107,0,Medium,Traditional,1,"I am writing to report financial difficulties because I have been in such trouble for long; I have been so ill that I have decided to write to the financial crisis that I am afraid I will die soon. But I hope I will make the right decision soon. I need time, work, and time to reach out to the people to get help. If you are fortunate enough to have such a large team in the last 7 years, you will be able to help me through this crisis.",0,2,0.5
1a2a73ed-562b-4f79-8374-59eef50bea63,59,9892,762,35080,9.558703250838834,3.5463000404367166,1,High,Digital,0,I am writing to report financial difficulties because many people are on a higher risk of financial ruin and believe they need to help cover everything from expenses and other expenses.    “I’m just doing a long-term campaign for the NHS in the UK and the NHS is always looking for donations and I'm just doing a long-term campaign for the NHS in the UK and the NHS is always looking for donations and I'm just doing a long-term campaign for the NHS in the UK and the NHS is always looking for donations and I'm just doing a long-term campaign for the NHS I'm just doing a long-term campaign for the NHS in the UK and the NHS is always looking for donations and I'm just doing a long-term campaign for the NHS in the UK and the NHS is always looking for donations and I'm just doing a long-term campaign for the NHS in the UK and the NHS is always looking for donations and I'm just doing a long-term campaign for the NHS in the UK and the NHS is always looking for donations and I'm just doing a long-term campaign for the NHS in the UK and the NHS is always looking for donations and I'm just doing a long-term campaign for the NHS in the UK and the NHS is always,1,1,0.5
5be6128e-18c2-4797-a142-ea7d17be3111,64,3163,617,39766,8.36582084345861,12.572241542839077,0,Low,Digital,0,"I am writing to report financial difficulties because I want to be a partner, and I am currently looking for a partner.”    I've had lots and lots of people from different countries and regions of the world who have tried to keep me on track for months. This is the last time I've gone through that. A few months ago I started working in a large international company called Lending Consultants in India with a team of investors and we were able to go and spend some time with me. The team was really successful in securing a good deal of funding. The first year we had a long-term success. I've had a lot of good meetings with different people and I think that it's actually a great way to help the community in this industry. In order to get the funds we needed, I decided to start a partnership with a few investors and we found a great place to give them all the information they need. In order to get funding, I decided to start a partnership with a few investors and we found a great place to give them all the information they need. In order to get the funds we needed, I decided to start a partnership with a few investors and we found a great place to give them all the information they need. ",1,2,0.5
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,32,6081,638,49417,19.24541179848884,8.126459463903963,0,Medium,Digital,0,"I am writing to report financial difficulties because I have been having a lot of heart-wrenching and heart-wrenching setbacks every day. It is difficult and painful for me because I have been struggling with other issues. It is difficult and painful for me because I have felt so much pressure. I feel so much ashamed of my circumstances. But I have hope and I want to continue to grow and feel so much better.""",1,2,0.8462725281715393
759cde66-bacf-43d0-8b1f-9163ce9ff57f,26,8035,676,9931,6.617066526654305,1.2359676415681393,1,High,Traditional,1,"I want to invest my savings in the future, and I want to make it that the future is better for me... I have a different motivation, and I want to be a better life for myself. And I want to be a better person...",0,0,0.5
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,68,8787,784,30184,8.014350879308589,3.4350745419369524,1,Medium,Traditional,0,"I want to invest my savings in an industry that is not so profitable, but that has paid off for over the last 30 years.""",0,1,0.26723647117614746
4b0dbb41-8d52-48f1-942c-3fe860e7a113,27,4343,647,13680,18.81875476204932,3.149896384987336,1,Medium,Digital,0,"I want to invest my savings in a good company.  I‹m not here to give you advice or advice or advice about what you should do first, then I am here to help you do. If you aren‹t there to buy one of the above, that is not going to convince you. You are here to get through the process and feel empowered. If you are afraid of buying a good product, please tell me about the following tips: 1. Find a good company & plan ahead 3. Make sure you have a happy, productive life 4. Share your happiness 5. Keep your company on track. 6. Invest in your lifestyle 7. Be open to new ideas, ideas, and experiences 8. Don‹t have too many things to distract you from. 9. Follow your dreams 10. Be creative & positive 11. Be mindful of the challenges of your day 12. Don‹t like to get discouraged",1,1,0.5
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,50,2762,542,36065,24.64336686658871,13.05756698044895,4,Low,Traditional,0,"I am writing to report financial difficulties because I have been in such trouble for long; I have been so ill that I have decided to write to the financial crisis that I am afraid I will die soon. But I hope I will make the right decision soon. I need time, work, and time to reach out to the people to get help. If you are fortunate enough to have such a large team in the last 7 years, you will be able to help me through this crisis.",1,2,0.5
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,53,4148,647,37711,20.706813022278872,9.091369334619094,2,Medium,Digital,1,I am writing to report financial difficulties because of the stress of our lives. It is important to be patient and to show that our financial problems have been corrected. We are taking responsibility for this and we hope you see it very well. In the meantime please feel free to contact us at info@caf.org.   Calf University of Pennsylvania,1,2,0.5
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,22,5369,616,33643,19.24358442695072,6.266157571242317,3,Medium,Traditional,0,"I am writing to report financial difficulties because I have been in such trouble for long; I have been so ill that I have decided to write to the financial crisis that I am afraid I will die soon. But I hope I will make the right decision soon. I need time, work, and time to reach out to the people to get help. If you are fortunate enough to have such a large team in the last 7 years, you will be able to help me through this crisis.",1,2,0.5
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,66,4193,585,19373,24.57785716550018,4.6203195802528025,2,Medium,Digital,0,"I am writing to report financial difficulties because I want to be a partner, and I am currently looking for a partner.”    I've had lots and lots of people from different countries and regions of the world who have tried to keep me on track for months. This is the last time I've gone through that. A few months ago I started working in a large international company called Lending Consultants in India with a team of investors and we were able to go and spend some time with me. The team was really successful in securing a good deal of funding. The first year we had a long-term success. I've had a lot of good meetings with different people and I think that it's actually a great way to help the community in this industry. In order to get the funds we needed, I decided to start a partnership with a few investors and we found a great place to give them all the information they need. In order to get funding, I decided to start a partnership with a few investors and we found a great place to give them all the information they need. In order to get the funds we needed, I decided to start a partnership with a few investors and we found a great place to give them all the information they need. ",1,2,0.5
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,68,10183,612,42410,20.37108028612618,4.164784444662673,3,Medium,Traditional,0,I want to invest my savings in making a good living.,0,2,0.5
7412b293-4729-4739-a14f-f3d719db3ad0,41,5475,642,11102,10.369497137803137,2.0277625570776254,1,Low,Traditional,0,"I am writing to report financial difficulties because I have been in such trouble for long; I have been so ill that I have decided to write to the financial crisis that I am afraid I will die soon. But I hope I will make the right decision soon. I need time, work, and time to reach out to the people to get help. If you are fortunate enough to have such a large team in the last 7 years, you will be able to help me through this crisis.",0,1,0.5
29a3b2e9-5d65-4441-9588-42dea2bc372f,52,6514,622,16093,12.172935625923278,2.4705250230273257,0,High,Digital,1,I want to invest my savings in a small (or small) small business that will help him realize a whole lot more:                                                                                                                                                                                                                                              ,0,1,0.5
ab9099a4-35a2-40ae-9af3-05535ec42e08,62,5306,601,43754,10.124138871889162,8.246136449302677,1,Low,Traditional,0,"I want to invest my savings in better education in order to achieve a better education.""     The British Association for Educational Reform said the referendum may well cause some ""significant"" problems in schools in the UK.   ""What we are looking at is if we have a major problem with schools, we have to take action to help the people in the UK develop better teaching skills,"" said David Pate, president of the association. ""While we have a huge need to fix our schools, our schools will benefit. These are particularly important today as the country leaves behind the most vital social and political interests of our time. ""We should also look at teaching to young people. ""For example if we learn about the NHS we can work with other countries to support students and ensure they learn the English, to support public services, and to encourage them to learn English in education."" In a statement, the association called on government ""to show the world that education is always our greatest value."" It said the referendum was intended to help the British people continue to be highly focused on improving public services.",1,2,0.7238346338272095
aefcfad8-efc8-4849-b3aa-7efe4458a885,66,6995,612,15893,22.800106836351326,2.2720514653323804,0,Medium,Traditional,0,"I want to invest my savings in a family to make sure I continue to enjoy my freedom to stay here. Thanks so much, and hope you enjoy yours soon!!   If you missed this post, you can visit the link on each page for more information. I can also find the link on this page for more information too. My favorite topic was what I found that wasn't even a bit of a surprise. I just wanted to say that I am very grateful for the fact that I have been able to get here and have the same great experiences that I've been able to. Now, I have to admit that this part of my writing has been a little bit off. Since being introduced to the topic in my previous post, I've been able to learn a lot during the course of my writing. As in a few of my previous posts, I've been working with a number of folks to develop and write a new essay about the topic. Of course, I know people always wish I could be more creative. But there are a few more big changes to my writing. 1. I have no idea if I should get this essay out there and post it and I'm really hoping my fellow editors will come along for it. Also, by definition, I've never",0,1,0.5
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,42,8957,614,36289,5.610004998780989,4.051468125488444,0,High,Traditional,1,"I am writing to report financial difficulties because I want to be a partner, and I am currently looking for a partner.”    I've had lots and lots of people from different countries and regions of the world who have tried to keep me on track for months. This is the last time I've gone through that. A few months ago I started working in a large international company called Lending Consultants in India with a team of investors and we were able to go and spend some time with me. The team was really successful in securing a good deal of funding. The first year we had a long-term success. I've had a lot of good meetings with different people and I think that it's actually a great way to help the community in this industry. In order to get the funds we needed, I decided to start a partnership with a few investors and we found a great place to give them all the information they need. In order to get funding, I decided to start a partnership with a few investors and we found a great place to give them all the information they need. In order to get the funds we needed, I decided to start a partnership with a few investors and we found a great place to give them all the information they need. ",1,2,0.5
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,64,2504,627,26606,6.70694929987536,10.625399361022364,1,Low,Digital,1,"I am writing to report financial difficulties because of an issue I received yesterday from my client. As I know I have financial problems but I am not going to tell you why I'm not ready for the answer of everyone else. So, I hope I can help you out in your journey through these difficulties. Please read on to help me.  One thing I cannot tell you - this is how I feel. The first morning of the week, I was at the office trying to take a nap. I immediately started worrying about myself and others (such as myself and my wife). I said I had all my money left. I wanted to get back into my money in the bank the next day so my wife could not make it to the bank and make it to me every day. The thought came quickly, I was finally ready for my second meal. It's the second, the third day. I thought it was time to have my lunch. I felt so depressed. I was completely depressed. I had to go to lunch every morning and the next evening, so I thought it was time to have dinner. I had to go on my own and get a little sleep. I'm pretty sure there's a lot of sadness in my stomach. My stomach has gotten pretty heavy, but I am not",1,2,0.5
451b4cf3-6123-4df7-b656-af7229d4beef,37,10811,675,22214,13.67041475161484,2.05475904171677,1,Medium,Traditional,0,"I want to invest my savings in the healthcare sector, just like many people are doing.""",0,0,0.5
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,21,3581,651,34305,8.128740853421721,9.579726333426418,2,Medium,Digital,1,I am writing to report financial difficulties because of issues within the finance sector. I am planning to file a lawsuit in June.,1,2,0.9231022596359253
5304317f-af42-412f-b838-b3268e944239,23,5647,575,6679,8.172928952849821,1.182751903665663,0,Low,Traditional,0,I want to invest my savings in making a good living.,1,1,0.5
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,25,9117,667,40247,21.13825954101559,4.414500383898212,1,Medium,Traditional,1,"I want to invest my savings in these products so they’re able to purchase the product,’ so I want to invest everything that people want from this product to be able to purchase it.",1,2,0.5
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,39,4989,545,14823,22.129796823766444,2.9711365003006613,1,Medium,Traditional,0,"I am writing to report financial difficulties because of those difficulties. There would usually be many other problems to report. For example, some financial problems can involve paying interest, including debts. For instance, mortgage payments can also require your balance sheet to be changed after the deposit or loan has been paid and the government can't get the money back. So we won't have to rely entirely on loan repayments; at least we won't have to rely entirely on loans. Nevertheless, that doesn't mean we can't have to rely entirely on loans. We will have to rely entirely on loan repayments.   So what is your advice? If you'd like to help out and learn about, consider becoming a member. The following website is an ideal first and foremost resource for you:",1,2,0.6305400133132935
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,47,3351,581,23071,18.543366847659634,6.884810504327066,3,Low,Digital,0,"I am writing to report financial difficulties because of the financial difficulties due to the economic downturn and other other factors which have caused the market instability. I hope you will help me, however, take responsibility for the situation and you do too.",1,2,0.5
9132b63e-f162-47e4-a9c3-49e03602f8ac,66,11445,724,39850,11.73108429777453,3.4818698121450415,1,Medium,Digital,0,"I want to invest my savings in a good company.  I‹m not here to give you advice or advice or advice about what you should do first, then I am here to help you do. If you aren‹t there to buy one of the above, that is not going to convince you. You are here to get through the process and feel empowered. If you are afraid of buying a good product, please tell me about the following tips: 1. Find a good company & plan ahead 3. Make sure you have a happy, productive life 4. Share your happiness 5. Keep your company on track. 6. Invest in your lifestyle 7. Be open to new ideas, ideas, and experiences 8. Don‹t have too many things to distract you from. 9. Follow your dreams 10. Be creative & positive 11. Be mindful of the challenges of your day 12. Don‹t like to get discouraged",1,1,0.5
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,65,2912,597,12543,19.701420876077716,4.3073489010989015,0,Low,Digital,1,I am writing to report financial difficulties because there is a legal challenge against the Bank of Scotland and I have written to the government to say that I am not at risk and that we will seek to protect the Bank and the Bank from legal action.,1,2,0.5
e27a984d-6548-41d0-bfcd-9eb1a7cad415,38,7604,719,39911,11.816070805060356,5.248684902682799,2,Medium,Traditional,1,I am writing to report financial difficulties because I'm not allowed to.‬‬,1,2,0.6125933527946472
24933b83-7577-40a9-a491-f0b2ea1fca65,40,3228,611,5698,6.999697743237268,1.765179677819083,2,Medium,Digital,0,I want to invest my savings in our local arts and community.‬    ‡  Thanks so much for reading!,1,1,0.3980291485786438
beb79919-3f22-4af8-a3be-d01d43cf2fde,41,10151,750,6167,20.792362855891078,0.6075263520835386,0,Low,Traditional,0,"I want to invest my savings in something that can help people. But that's what you're going to do. I love to be a part of my community. Please donate. And your name will be used.    ※ (C) 2015 The first day of college is for college students at St. John›️, and the next day when my family, friends, and my family are at the college building, I will send you my email and follow my instructions, and with great joy. One of the things I do in college is to not send my students out for classes. That means that when they get home, I'll email them and ask. I can't send them to St. John for classes. For my students, I can't send them to St. John due to a technical obstacle. I will send them to St. John because St. John is so accessible. By giving students that kind of assistance, the people they need help with would be grateful for them. Sincerely, The President! My thoughts and prayers go out to the St. John community for their support, and thank you for all of your prayers and prayers.",0,0,0.5
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,43,11424,718,42098,19.11662967757389,3.685049019607843,1,Medium,Traditional,0,"I am writing to report financial difficulties because of an issue I received yesterday from my client. As I know I have financial problems but I am not going to tell you why I'm not ready for the answer of everyone else. So, I hope I can help you out in your journey through these difficulties. Please read on to help me.  One thing I cannot tell you - this is how I feel. The first morning of the week, I was at the office trying to take a nap. I immediately started worrying about myself and others (such as myself and my wife). I said I had all my money left. I wanted to get back into my money in the bank the next day so my wife could not make it to the bank and make it to me every day. The thought came quickly, I was finally ready for my second meal. It's the second, the third day. I thought it was time to have my lunch. I felt so depressed. I was completely depressed. I had to go to lunch every morning and the next evening, so I thought it was time to have dinner. I had to go on my own and get a little sleep. I'm pretty sure there's a lot of sadness in my stomach. My stomach has gotten pretty heavy, but I am not",0,1,0.5
956269f0-e5d7-4875-adad-d6c795a76d79,49,8041,684,31962,16.626108344535645,3.974878746424574,2,Medium,Traditional,1,I am writing to report financial difficulties because the crisis is not a foregone conclusion.‪               ‪       ‪,1,2,0.5158740282058716
ff50bde4-3825-47b8-9cab-cc97663f1c97,39,9088,651,43069,19.101687285933195,4.739106514084507,1,Medium,Traditional,0,"I want to invest my savings in a local high school. I would like to make it as easy as possible.""    There is a reason to be proud. We did not need to borrow the entire thing! The reason was because, in the 1980s, the University of New York launched the Project for a Better Life with the goal of encouraging young people to live together in a responsible and sustainable society. We made the effort to make that happen, but we also made a mistake of not taking advantage of everyone's energy. We made that mistake of not taking advantage of everyone's energy.",0,1,0.5
7e570ddf-8270-40a8-a369-b584ff5e9ff0,61,5572,597,44298,16.667375301943192,7.95010768126346,1,Medium,Digital,0,"I am writing to report financial difficulties because of an issue I received yesterday from my client. As I know I have financial problems but I am not going to tell you why I'm not ready for the answer of everyone else. So, I hope I can help you out in your journey through these difficulties. Please read on to help me.  One thing I cannot tell you - this is how I feel. The first morning of the week, I was at the office trying to take a nap. I immediately started worrying about myself and others (such as myself and my wife). I said I had all my money left. I wanted to get back into my money in the bank the next day so my wife could not make it to the bank and make it to me every day. The thought came quickly, I was finally ready for my second meal. It's the second, the third day. I thought it was time to have my lunch. I felt so depressed. I was completely depressed. I had to go to lunch every morning and the next evening, so I thought it was time to have dinner. I had to go on my own and get a little sleep. I'm pretty sure there's a lot of sadness in my stomach. My stomach has gotten pretty heavy, but I am not",1,2,0.5
dc713d96-0c0f-4195-817a-f08a1745d6d8,64,8816,679,39620,11.453727765551672,4.4941016333938295,1,Medium,Digital,0,"I want to invest my savings in better education in order to achieve a better education.""     The British Association for Educational Reform said the referendum may well cause some ""significant"" problems in schools in the UK.   ""What we are looking at is if we have a major problem with schools, we have to take action to help the people in the UK develop better teaching skills,"" said David Pate, president of the association. ""While we have a huge need to fix our schools, our schools will benefit. These are particularly important today as the country leaves behind the most vital social and political interests of our time. ""We should also look at teaching to young people. ""For example if we learn about the NHS we can work with other countries to support students and ensure they learn the English, to support public services, and to encourage them to learn English in education."" In a statement, the association called on government ""to show the world that education is always our greatest value."" It said the referendum was intended to help the British people continue to be highly focused on improving public services.",1,1,0.7238346338272095
28f49481-a0a0-4dc4-a720-9bdf1c11f735,23,5203,666,46430,5.908927606829158,8.923697866615415,0,Low,Digital,1,"I am writing to report financial difficulties because they are not always easy to do so. I'm glad this is the case but I am not as happy as I thought it would. I am not a billionaire. My goal is to help people understand the situation, and I am happy to be able to do so. I am looking forward to making a career as a writer. I do not have a salary to support and I do not want to see myself as the one to lose money. I don't want to go out and write to people and people for some reason, but I am happy to be able to do so. My dream job is to learn and pursue the dream.  I am an international student. My dream job is to write and contribute what I like to read. I do not have a financial background, but I am always looking forward to doing so. I am a professional, professional, and I am happy to be able to use my skills as a writer. I am currently learning to write. The following information I do not know is suitable for me as a writer. I are writing to discuss my writing plans with someone else in the industry. The only thing I do know is that I have two months to submit a draft on the proposed script. If it is too long,",1,2,0.5
98ae4334-6c12-4ce8-ae34-0454cac5b68c,28,11837,680,41487,12.067044560521056,3.504857649742333,3,Medium,Digital,0,"I am writing to report financial difficulties because of the financial difficulties due to the economic downturn and other other factors which have caused the market instability. I hope you will help me, however, take responsibility for the situation and you do too.",0,2,0.5
988c24c9-61b1-4d22-a280-1c4510435a10,66,10214,709,10713,13.332781154769584,1.0488545134129625,2,Medium,Traditional,1,"I want to invest my savings in better education in order to achieve a better education.""     The British Association for Educational Reform said the referendum may well cause some ""significant"" problems in schools in the UK.   ""What we are looking at is if we have a major problem with schools, we have to take action to help the people in the UK develop better teaching skills,"" said David Pate, president of the association. ""While we have a huge need to fix our schools, our schools will benefit. These are particularly important today as the country leaves behind the most vital social and political interests of our time. ""We should also look at teaching to young people. ""For example if we learn about the NHS we can work with other countries to support students and ensure they learn the English, to support public services, and to encourage them to learn English in education."" In a statement, the association called on government ""to show the world that education is always our greatest value."" It said the referendum was intended to help the British people continue to be highly focused on improving public services.",1,0,0.7238346338272095
405cacec-8774-49a9-b7d2-1e02ff01cf99,21,4693,715,13415,24.705721013310086,2.8585126784572767,1,Low,Digital,0,I am writing to report financial difficulties because of this. Please contact me if they have any tips.,1,0,0.5
f143262f-dc5c-4eed-8da0-365bf89897b9,41,10675,672,34189,18.834287943378243,3.2027166276346604,2,Medium,Traditional,0,"I want to invest my savings in some things, so I am also going to try and get back in touch with some folks.",0,1,0.5
1d53434b-b881-49b9-ae27-0da702f06b90,41,9745,653,43765,10.028848790235969,4.491021036428938,2,Medium,Traditional,0,"I want to invest my savings in a local institution which makes good sense,"" he said.",1,1,0.4508235454559326
c0398710-8976-4334-a281-7efdae849217,23,6863,635,47944,16.03813677548971,6.985866239253971,2,High,Digital,0,"I want to invest my savings in the development of my own community. If you like and love this book, please consider donating to the Rafflecopter page",0,1,0.5
5715bd6f-a416-4293-84c2-e2e3444ea7c8,22,7030,673,20781,17.34527424194584,2.956045519203414,1,Low,Traditional,0,"I want to invest my savings in these products so they’re able to purchase the product,’ so I want to invest everything that people want from this product to be able to purchase it.",0,1,0.5
287d06ca-6f4c-469a-8b22-d3081c8eaee9,35,7615,688,9637,17.441734004557468,1.2655285620485883,2,High,Traditional,1,"I want to invest my savings in the healthcare sector, just like many people are doing.""",1,0,0.5
b8db0672-f42d-47cc-80d4-af5974273ca3,54,10441,723,19388,11.948268164508285,1.8569102576381573,0,High,Digital,0,I want to invest my savings in a small (or small) small business that will help him realize a whole lot more:                                                                                                                                                                                                                                              ,0,0,0.5
f8cda88b-436d-46e2-b83c-fe0be037e5ed,36,10187,633,47679,13.233224287150563,4.680376951016001,3,Medium,Traditional,0,I am writing to report financial difficulties because of being a little bit afraid of being labelled. This should not bother my bosses - at least not for this particular boss.,1,2,0.6903200149536133
81f76d1c-2dbc-4134-830f-f46e8026695f,42,9481,633,44144,12.119829685439722,4.656048939985234,0,High,Traditional,0,I want to invest my savings in our local arts and community.‬    ‡  Thanks so much for reading!,1,1,0.3980291485786438
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,68,6144,603,9432,10.537552962944075,1.53515625,2,High,Traditional,0,"I want to invest my savings in the future, and I want to make it that the future is better for me... I have a different motivation, and I want to be a better life for myself. And I want to be a better person...",1,1,0.5
81f631d4-a392-41a7-9777-a4774c66e0a8,43,4625,666,49247,19.410321227829296,10.648,2,High,Digital,1,"I want to invest my savings in that community.""     ""My brother is the oldest one who has ever lived to this point,"" said her brother. ""I don't think we'll ever have a one-way street. We'll never have one.",1,2,0.5
5fb8d16c-2720-497d-b2eb-d6899be578c7,57,11405,674,6062,11.441583311663566,0.531521262604121,0,Low,Traditional,0,I want to invest my savings in this post.”,0,0,0.5
f4188f3f-8a14-4e62-a95b-4715c333e861,24,10061,829,13258,17.976456805831518,1.317761653911142,2,Medium,Traditional,0,I want to invest my savings in our local arts and community.‬    ‡  Thanks so much for reading!,0,0,0.3980291485786438
